global_id,Spectral,Spectral_dummy,agg,agg_pca
112708.0,0,1,2,0
112712.0,0,1,1,0
112721.0,1,0,2,2
112722.0,0,1,1,0
112723.0,0,1,1,0
112724.0,0,1,1,0
112732.0,0,1,1,0
112733.0,0,1,1,0
112736.0,1,0,2,1
112748.0,1,0,2,2
112761.0,1,0,2,2
112769.0,0,1,1,0
112773.0,1,0,0,1
112780.0,0,0,2,1
112783.0,1,0,0,1
112789.0,0,1,1,0
112798.0,1,0,2,1
112805.0,1,0,0,1
112810.0,0,1,2,0
112814.0,0,1,1,0
112821.0,1,0,0,1
112835.0,0,0,2,1
112839.0,1,0,0,1
112840.0,0,1,1,0
112841.0,0,1,1,0
112845.0,1,0,0,2
112848.0,0,1,2,0
112851.0,0,1,1,0
112852.0,0,1,2,0
112858.0,0,1,1,0
112880.0,0,1,1,0
112888.0,0,1,2,0
112891.0,2,2,2,2
112901.0,1,0,0,1
112904.0,1,0,0,1
112908.0,1,0,0,1
112909.0,1,0,0,1
112919.0,1,0,1,2
112924.0,1,0,0,1
112926.0,1,0,0,1
112928.0,1,0,2,1
112930.0,1,0,0,1
112931.0,1,0,0,1
112933.0,1,0,0,1
112936.0,1,0,0,1
112944.0,1,0,0,1
112953.0,1,0,0,1
112956.0,1,0,0,1
112957.0,1,0,0,1
112958.0,1,0,0,1
112959.0,2,0,2,2
112964.0,1,0,0,2
112973.0,1,0,0,1
112974.0,1,0,0,1
112975.0,1,0,0,1
112978.0,2,2,1,2
112980.0,1,0,0,1
112985.0,1,0,0,1
112986.0,1,0,0,1
112990.0,1,0,0,2
112993.0,1,0,0,1
112994.0,0,1,1,0
112996.0,0,0,1,0
112997.0,1,0,0,1
112998.0,1,0,0,2
113001.0,1,0,0,1
113005.0,2,0,2,2
113008.0,1,0,0,1
113009.0,0,1,2,1
113011.0,2,0,0,2
113012.0,1,0,0,1
113014.0,1,0,0,1
113016.0,1,0,0,2
113021.0,1,0,0,1
113022.0,0,1,2,1
113024.0,1,0,0,1
113027.0,2,0,0,2
113032.0,1,0,0,1
113038.0,2,2,2,2
113042.0,1,0,0,1
113045.0,1,0,0,1
113050.0,0,1,1,0
113052.0,1,0,1,1
113055.0,1,0,0,1
113058.0,1,0,0,1
113063.0,1,0,0,1
113064.0,1,0,0,1
113065.0,1,0,0,1
113080.0,0,1,1,0
113089.0,1,0,0,1
113090.0,1,0,0,1
113094.0,1,0,0,1
113097.0,2,0,2,2
113099.0,1,0,0,1
113100.0,1,0,0,1
113104.0,1,0,0,1
113106.0,1,0,0,1
113107.0,1,0,0,1
113108.0,1,0,0,1
113109.0,1,0,0,1
113114.0,1,0,0,1
113116.0,1,0,0,1
113117.0,1,0,0,1
113124.0,1,0,1,2
113125.0,1,0,0,1
113128.0,1,0,0,1
113129.0,1,0,0,1
113130.0,1,0,0,1
113131.0,0,1,2,0
113136.0,1,0,0,2
113145.0,1,0,0,1
113147.0,1,0,0,1
113150.0,2,0,0,2
113151.0,1,0,0,1
113153.0,1,0,0,1
113154.0,0,1,2,1
113156.0,0,1,2,1
113161.0,1,0,0,1
113163.0,1,0,0,1
113167.0,1,0,0,1
113168.0,1,0,0,1
113173.0,1,0,0,1
113177.0,1,0,0,1
113184.0,1,0,0,1
113185.0,0,1,2,1
113195.0,1,0,0,1
113200.0,1,1,0,1
113201.0,1,0,0,1
113203.0,0,1,2,0
113204.0,1,0,0,2
113206.0,1,0,0,1
113209.0,1,0,0,1
113210.0,1,0,0,1
113211.0,1,0,0,1
113214.0,1,0,0,1
113215.0,1,0,0,1
113217.0,1,0,0,1
113220.0,1,0,0,1
113221.0,0,1,1,0
113229.0,1,0,0,1
113231.0,1,0,0,1
113234.0,1,0,0,1
113235.0,1,0,0,1
113238.0,1,0,0,1
113240.0,1,0,0,1
113241.0,1,0,0,1
113243.0,1,0,0,1
113246.0,1,0,0,1
113247.0,1,0,0,1
113248.0,1,0,0,1
113250.0,1,0,0,1
113251.0,1,0,0,1
113253.0,1,0,0,1
113255.0,1,0,0,1
113262.0,1,0,0,1
113264.0,1,0,0,2
113286.0,0,1,1,0
113288.0,1,0,0,1
113290.0,0,1,1,0
113295.0,1,0,2,1
113315.0,0,1,2,1
113319.0,1,0,0,2
113331.0,0,1,1,0
113334.0,1,0,0,1
113342.0,1,1,0,1
113343.0,0,1,1,0
113347.0,0,1,1,0
113349.0,0,1,1,0
113350.0,0,1,1,0
113364.0,0,1,1,0
113365.0,0,1,1,0
113374.0,0,1,2,0
113375.0,2,2,2,2
113389.0,0,1,1,0
113391.0,0,1,1,0
113396.0,0,1,1,0
113399.0,0,1,1,0
113402.0,0,1,1,0
113404.0,0,1,1,0
113408.0,0,1,1,0
113411.0,0,1,1,0
113412.0,0,1,1,0
113414.0,0,1,2,0
113420.0,0,1,2,0
113424.0,0,1,1,0
113426.0,0,1,1,0
113429.0,0,1,1,0
113431.0,0,1,1,0
113435.0,0,1,2,0
113437.0,0,1,1,0
113440.0,0,1,2,0
113441.0,0,1,1,0
113444.0,0,0,2,1
113445.0,0,1,1,0
113446.0,0,1,1,0
113449.0,0,1,2,0
113469.0,0,1,2,0
113470.0,0,1,1,0
113475.0,0,1,1,0
113479.0,0,1,1,0
113480.0,0,1,1,0
113487.0,2,2,1,2
113488.0,0,1,2,0
113490.0,1,0,0,1
113491.0,0,1,1,1
113500.0,1,0,0,1
113503.0,0,1,1,0
113506.0,1,0,0,1
113507.0,0,1,1,0
113509.0,0,1,1,0
113516.0,1,0,0,1
113519.0,0,0,1,0
113527.0,0,1,2,0
113534.0,2,2,0,2
113537.0,0,1,1,0
113543.0,0,1,1,0
113550.0,0,1,1,0
113551.0,0,1,1,0
113554.0,0,1,1,0
113563.0,0,1,2,0
113573.0,0,1,2,0
113575.0,0,1,2,0
113582.0,0,1,1,0
113583.0,0,1,2,0
113584.0,0,1,1,0
113586.0,0,1,1,0
113587.0,0,1,1,0
113588.0,0,1,1,0
113589.0,0,1,1,0
113591.0,0,1,1,0
113597.0,2,0,2,1
113605.0,0,1,1,0
113607.0,0,1,2,0
113621.0,0,1,1,0
113636.0,0,1,1,0
113642.0,0,1,1,0
113647.0,0,1,1,0
113649.0,0,1,1,0
113650.0,0,1,1,0
113670.0,0,1,1,0
113671.0,0,1,1,0
113672.0,0,1,1,0
113676.0,0,1,1,0
113677.0,0,1,1,0
113680.0,0,1,1,0
113685.0,1,0,0,1
113687.0,0,1,1,0
113705.0,0,1,1,0
113707.0,0,1,2,0
113710.0,1,0,0,1
113716.0,1,0,0,1
113722.0,0,1,2,0
113723.0,0,1,1,0
113724.0,1,0,0,1
113728.0,0,1,2,0
113732.0,0,1,2,0
113734.0,0,1,1,0
113735.0,0,1,2,0
113737.0,2,2,2,2
113738.0,2,2,1,2
113747.0,0,1,1,0
113763.0,1,0,0,1
113784.0,0,1,1,0
113785.0,0,1,2,0
113805.0,0,1,1,0
113809.0,2,2,2,2
113820.0,0,1,1,0
113830.0,0,1,1,0
113835.0,0,1,1,0
113838.0,0,1,1,0
113840.0,0,1,1,0
113843.0,0,1,1,0
113851.0,0,1,1,0
113852.0,1,0,0,1
113854.0,0,1,1,0
113856.0,0,1,0,0
113860.0,0,1,1,0
113861.0,1,0,0,1
113862.0,0,1,1,0
113867.0,2,2,2,2
113870.0,0,1,1,0
113876.0,2,2,2,2
113879.0,0,1,2,0
113880.0,0,1,1,0
113886.0,2,2,2,2
113888.0,2,2,0,2
113895.0,2,2,2,2
113896.0,1,0,0,2
113897.0,2,0,0,2
113923.0,2,2,2,2
113927.0,0,1,2,2
113937.0,0,1,1,0
113943.0,2,2,0,2
113947.0,0,1,1,0
113950.0,0,1,1,0
113970.0,1,0,0,2
113977.0,1,0,0,1
113993.0,0,1,1,0
113997.0,1,0,0,2
113998.0,2,2,2,2
114002.0,1,0,0,1
114003.0,0,1,1,0
114006.0,2,2,2,2
114009.0,0,1,1,0
114010.0,2,2,1,2
114015.0,0,1,1,0
114018.0,2,2,2,2
114020.0,0,1,2,1
114026.0,0,1,1,0
114028.0,2,2,0,2
114031.0,0,1,2,2
114034.0,2,0,2,1
114051.0,1,0,0,1
114052.0,1,0,0,2
114058.0,2,0,0,2
114059.0,0,1,0,0
114060.0,0,1,1,0
114062.0,1,0,0,1
114067.0,0,1,1,0
114071.0,1,0,0,1
114072.0,1,0,0,1
114075.0,0,1,1,0
114077.0,0,1,1,0
114090.0,2,2,0,2
114092.0,0,1,1,0
114095.0,0,1,1,0
114101.0,2,2,2,2
114102.0,1,0,0,1
114107.0,0,2,0,2
114115.0,2,0,2,2
114117.0,2,2,2,2
114118.0,2,2,2,2
114119.0,2,2,2,2
114127.0,1,0,0,2
114128.0,2,2,2,2
114133.0,2,2,2,2
114135.0,1,0,0,2
114139.0,1,0,2,1
114140.0,1,0,0,1
114141.0,1,1,0,1
114145.0,0,1,1,0
114147.0,2,0,2,2
114148.0,0,1,1,0
114149.0,2,2,2,2
114151.0,2,2,2,2
114155.0,2,2,2,2
114156.0,1,0,0,1
114164.0,0,1,2,0
114165.0,1,0,0,1
114174.0,0,1,1,0
114175.0,0,1,1,0
114176.0,1,0,0,2
114179.0,2,2,2,2
114180.0,1,0,0,1
114184.0,1,0,0,1
114189.0,1,0,0,1
114192.0,1,0,0,1
114207.0,2,2,2,2
114210.0,1,0,0,2
114211.0,2,2,2,2
114212.0,2,2,2,2
114213.0,0,1,1,0
114214.0,2,0,0,2
114221.0,0,1,1,0
114223.0,1,0,0,1
114224.0,2,2,2,2
114225.0,0,1,1,0
114234.0,0,1,2,0
114238.0,2,2,0,2
114239.0,0,1,1,0
114251.0,1,0,0,1
114257.0,1,0,0,1
114263.0,1,0,0,2
114267.0,2,0,2,1
114272.0,1,0,0,1
114276.0,2,2,2,2
114285.0,0,1,1,0
114292.0,2,2,1,2
114294.0,0,1,1,0
114296.0,1,0,0,1
114300.0,1,0,0,1
114301.0,0,1,1,0
114304.0,2,2,2,2
114306.0,0,1,1,0
114307.0,2,2,2,2
114308.0,0,1,1,0
114309.0,2,2,2,2
114310.0,2,2,0,2
114320.0,2,2,0,2
114322.0,1,0,0,2
114324.0,2,2,2,2
114328.0,1,0,0,1
114337.0,1,0,0,1
114345.0,1,0,0,1
114361.0,0,1,1,0
114362.0,2,2,2,2
114370.0,2,0,2,1
114371.0,2,2,2,2
114380.0,0,1,1,0
114382.0,0,1,1,0
114385.0,1,0,0,1
114387.0,1,0,0,1
114390.0,1,0,0,1
114391.0,0,1,2,1
114392.0,0,1,1,0
114396.0,0,1,1,0
114398.0,1,0,0,1
114399.0,1,0,0,1
114402.0,2,2,2,2
114403.0,0,1,1,0
114406.0,2,2,2,2
114407.0,2,0,0,2
114410.0,1,0,0,1
114414.0,2,0,2,2
114426.0,2,2,0,2
114429.0,2,0,0,2
114433.0,1,0,0,1
114438.0,1,0,0,1
114439.0,0,1,2,0
114446.0,2,2,2,2
114451.0,1,0,2,2
114456.0,0,1,1,0
114458.0,2,2,2,2
114459.0,2,2,2,2
114460.0,1,0,0,1
114464.0,2,2,2,2
114469.0,0,1,1,0
114473.0,0,1,2,0
114479.0,0,1,1,0
114481.0,2,2,2,2
114483.0,0,1,1,0
114484.0,0,1,2,1
114485.0,0,1,1,0
114490.0,1,0,0,1
114497.0,0,1,1,0
114498.0,0,1,1,0
114499.0,0,1,1,0
114500.0,0,1,1,0
114502.0,1,0,0,1
114503.0,0,1,1,0
114506.0,0,1,1,0
114507.0,0,1,1,0
114508.0,2,2,2,2
114511.0,1,0,0,1
114528.0,1,0,0,1
114530.0,0,1,1,0
114538.0,0,1,2,0
114543.0,2,2,2,2
114547.0,0,1,1,0
114548.0,0,1,1,0
114549.0,1,0,0,1
114550.0,0,1,1,0
114557.0,0,1,1,0
114560.0,2,0,2,2
114563.0,0,1,1,0
114567.0,2,0,2,2
114571.0,2,0,0,2
114572.0,0,1,1,0
114588.0,1,0,0,1
114591.0,2,2,2,2
114597.0,1,0,0,1
114598.0,0,1,1,0
114604.0,1,0,0,2
114606.0,0,1,1,0
114613.0,0,1,1,0
114619.0,2,2,2,2
114622.0,1,0,0,1
114625.0,0,1,1,0
114628.0,2,2,0,2
114633.0,1,0,2,2
114636.0,2,2,2,2
114638.0,2,2,2,2
114639.0,0,1,1,0
114640.0,0,1,1,0
114642.0,1,0,0,2
114649.0,0,1,1,0
114651.0,0,1,1,0
114654.0,1,0,0,1
114655.0,1,0,0,1
114657.0,0,1,1,0
114658.0,1,0,2,1
114659.0,2,2,2,2
114660.0,0,1,1,0
114661.0,2,0,2,2
114664.0,2,2,0,2
114671.0,1,0,0,1
114673.0,0,1,1,0
114676.0,2,2,0,2
114677.0,0,1,1,0
114678.0,0,1,1,0
114680.0,0,1,1,0
114681.0,2,2,2,2
114682.0,2,0,0,2
114689.0,0,1,2,1
114692.0,0,1,1,0
114707.0,0,1,1,0
114718.0,2,2,2,2
114728.0,1,0,0,1
114733.0,1,0,0,1
114774.0,1,0,0,1
114778.0,1,0,0,2
114779.0,2,2,1,2
114780.0,0,1,1,0
114795.0,1,0,0,1
